BLTH;NAMA GARDU;prabayar;;;paska;;;total;;;kapasitas;tanggal pengukuran;beban;% pembebanan;Kategori HI
;;daya;transaksi;kwh;daya;plg;kwh;daya tersambung total (kVa);Jumlah Pelanggan tersambung total;kWh Jual;;;;;
;;;;;;;;;;;;;;;
Mar-23;BE829;265500;72;10410,7;142500;72;38682;408000;144;49092,7;160;20/3/2023;117,705;74%;Cukup
Mar-23;BE830;267100;78;15890,9;97600;93;41625;364700;171;57515,9;200;20/3/2023;128,112;64%;Cukup
Mar-23;BE831;257700;49;16203;156000;68;36287;413700;117;52490;160;20/3/2023;106,248;66%;Cukup
Mar-23;BE862;108700;25;6690,2;207000;40;25469;315700;65;32159,2;250;14/3/2023;110,862;44%;Baik
Mar-23;BE864;375000;249;19675,3;149650;132;26980;524650;381;46655,3;250;16/3/2023;98,265;39%;Baik
Mar-23;BE880;0;0;0;41500;1;5538;41500;1;5538;50;28/3/2023;41,355;83%;Kurang
Mar-23;BE881;225150;189;12355,6;258850;82;38222;484000;271;50577,6;160;28/3/2023;94,042;59%;Baik
Mar-23;BE882;0;0;0;41500;1;3576;41500;1;3576;50;28/3/2023;26,754;54%;Baik
Mar-23;BE883;139700;56;6649,9;175100;41;27319;314800;97;33968,9;160;27/3/2023;86,527;54%;Baik
Mar-23;BE891;450000;574;32319,9;99800;300;53783;549800;874;86102,9;160;23/3/2023;121,505;76%;Cukup
Mar-23;BE898;780700;791;50122,6;128100;247;54290;908800;1038;104412,6;250;23/3/2023;132,904;53%;Baik
Mar-23;BE908;0;0;0;197000;1;29153;197000;1;29153;250;24/3/2023;26,809;11%;Baik
Mar-23;BE924;506500;168;33112,1;131200;164;61721;637700;332;94833,1;200;29/3/2023;127,966;64%;Cukup
Mar-23;BE938;436800;542;33873,3;129200;270;59201;566000;812;93074,3;250;14/3/2023;176,114;70%;Cukup
Mar-23;BE964;100100;41;6336,4;46500;13;4685;146600;54;11021,4;160;29/3/2023;96,658;60%;Cukup
Mar-23;BE989;1300;1;320,5;15600;7;5577;16900;8;5897,5;50;24/3/2023;14,213;28%;Baik
Mar-23;BH006;0;0;0;105000;1;6938;105000;1;6938;100;29/3/2023;41,407;41%;Baik
Mar-23;BH012;0;0;0;197000;1;15529;197000;1;15529;200;21/3/2023;26,103;13%;Baik
Mar-23;BH013;0;0;0;41500;1;4006;41500;1;4006;100;28/3/2023;5,076;5%;Baik
Mar-23;BH015;209700;89;7292,8;69250;85;21798;278950;174;29090,8;100;13/3/2023;53,361;53%;Baik
Mar-23;BH017;567350;711;30169,4;126000;169;30604;693350;880;60773,4;200;27/3/2023;121,216;61%;Cukup
Mar-23;BH019;766550;675;35901,3;125050;177;35248;891600;852;71149,3;200;27/3/2023;141,834;71%;Cukup
Mar-23;BH028;255000;250;11691,3;73150;152;24229;328150;402;35920,3;200;20/3/2023;73,458;37%;Baik
Mar-23;BH029;546700;713;32160,6;125350;266;47129;672050;979;79289,6;200;20/3/2023;153,385;77%;Cukup
Mar-23;BH030;269600;234;11541,9;115800;69;13163;385400;303;24704,9;100;27/3/2023;27,608;28%;Baik
Mar-23;BH031;49550;39;3998,8;15000;68;11010;64550;107;15008,8;200;14/3/2023;51,051;26%;Baik
Mar-23;BH035;0;0;0;115500;2;24416;115500;2;24416;160;17/3/2023;48,42;30%;Baik
Mar-23;BH043;473550;529;25669,7;110200;187;32133;583750;716;57802,7;160;20/3/2023;117,81;74%;Cukup
Mar-23;BH044;540350;547;25283;76150;238;39107;616500;785;64390;100;20/3/2023;120,582;121%;Buruk
Mar-23;BH046;528400;491;24145,2;205550;136;41616;733950;627;65761,2;160;27/3/2023;115,643;72%;Cukup
Mar-23;BH052;110300;118;6867,5;24200;37;5426;134500;155;12293,5;160;14/3/2023;134,673;84%;Kurang
Mar-23;BH057;583050;834;37908,3;62950;316;45984;646000;1150;83892,3;200;20/3/2023;129,92;65%;Cukup
Mar-23;BH061;51400;41;2315;43250;41;8787;94650;82;11102;200;14/3/2023;32,34;16%;Baik
Mar-23;BH069;318950;291;17028,5;29600;141;19585;348550;432;36613,5;160;20/3/2023;114,82;72%;Cukup
Mar-23;BH070;121850;81;6492,1;33350;41;9133;155200;122;15625,1;100;13/3/2023;35,112;35%;Baik
Mar-23;BH073;455900;508;22940,1;30500;116;19104;486400;624;42044,1;160;13/3/2023;110,232;69%;Cukup
Mar-23;BH078;383100;510;25057,2;56750;152;25237;439850;662;50294,2;160;20/3/2023;94,839;59%;Baik
Mar-23;BH079;170050;213;9728,4;22100;64;12206;192150;277;21934,4;160;20/3/2023;40,887;26%;Baik
Mar-23;BH082;568300;339;23997,1;121550;77;24013;689850;416;48010,1;160;13/3/2023;103,918;65%;Cukup
Mar-23;BH086;1300;1;63,6;105000;1;4200;106300;2;4263,6;100;29/3/2023;74,364;74%;Cukup
Mar-23;BH097;66600;29;2673,4;311350;19;32817;377950;48;35490,4;200;20/3/2023;52,639;26%;Baik
Mar-23;BH1009;0;0;0;105000;1;7761;105000;1;7761;160;15/3/2023;10,395;6%;Baik
Mar-23;BH1014;0;0;0;53000;1;7955;53000;1;7955;160;28/3/2023;32,477;20%;Baik
Mar-23;BH1034;0;0;0;66000;1;2640;66000;1;2640;100;15/3/2023;3,476;3%;Baik
Mar-23;BH107;0;0;0;53000;1;4754;53000;1;4754;160;29/3/2023;70,79;44%;Baik
Mar-23;BH108;113800;32;9079,3;277350;21;19846;391150;53;28925,3;160;20/3/2023;78,677;49%;Baik
Mar-23;BH118;474400;383;26185;115350;120;29992;589750;503;56177;100;7/3/2023;102,572;103%;Buruk
Mar-23;BH126;390250;529;27026,9;43050;175;25273;433300;704;52299,9;160;20/3/2023;123,07;77%;Cukup
Mar-23;BH132;0;0;0;99000;2;18606;99000;2;18606;100;21/3/2023;27,027;27%;Baik
Mar-23;BH137;646800;966;43057,6;94050;348;56647;740850;1314;99704,6;160;20/3/2023;172,339;108%;Buruk
Mar-23;BH150;121300;94;6484,7;41850;138;21825;163150;232;28309,7;160;14/3/2023;141,372;88%;Kurang
Mar-23;BH152;389000;149;17581;85700;91;25710;474700;240;43291;160;28/3/2023;79,614;50%;Baik
Mar-23;BH183;0;0;0;66000;1;5710;66000;1;5710;100;15/3/2023;5,995;6%;Baik
Mar-23;BH187;367200;194;25538,8;106800;133;34522;474000;327;60060,8;160;13/3/2023;96,558;60%;Cukup
Mar-23;BH189;196400;134;9402;44800;67;18237;241200;201;27639;160;13/3/2023;63,756;40%;Baik
Mar-23;BH191;0;0;0;131000;1;5240;131000;1;5240;160;21/3/2023;7,854;5%;Baik
Mar-23;BH215;0;0;0;53000;1;6389;53000;1;6389;50;28/3/2023;12,687;25%;Baik
Mar-23;BH218;0;0;0;53000;1;3731;53000;1;3731;50;21/3/2023;15,246;30%;Baik
Mar-23;BH220;0;0;0;197000;1;16217;197000;1;16217;200;29/3/2023;51,356;26%;Baik
Mar-23;BH222;702550;700;34234,9;107000;123;29652;809550;823;63886,9;160;13/3/2023;75,633;47%;Baik
Mar-23;BH241;371800;144;21211,3;78400;148;50514;450200;292;71725,3;250;28/3/2023;122,053;49%;Baik
Mar-23;BH244;539800;289;32230,5;56500;81;20222;596300;370;52452,5;160;28/3/2023;58,711;37%;Baik
Mar-23;BH252;4400;2;961,2;48150;5;4743;52550;7;5704,2;160;14/3/2023;21,35;13%;Baik
Mar-23;BH254;295100;104;8211,3;78400;65;18526;373500;169;26737,3;160;27/3/2023;36,656;23%;Baik
Mar-23;BH255;0;0;0;210200;2;14536;210200;2;14536;250;21/3/2023;32,754;13%;Baik
Mar-23;BH259;423950;365;15466,5;104750;170;36368;528700;535;51834,5;160;13/3/2023;115,691;72%;Cukup
Mar-23;BH261;0;0;0;197000;1;45903;197000;1;45903;200;28/3/2023;34,551;17%;Baik
Mar-23;BH266;516750;507;22738,7;141250;164;37039;658000;671;59777,7;200;7/3/2023;149,62;75%;Cukup
Mar-23;BH267;0;0;0;197000;1;18524;197000;1;18524;200;21/3/2023;43,723;22%;Baik
Mar-23;BH274;526050;391;31797;116650;125;35796;642700;516;67593;160;7/3/2023;128,296;80%;Kurang
Mar-23;BH279;607850;794;39305,4;137150;318;56707;745000;1112;96012,4;250;27/3/2023;127,153;51%;Baik
Mar-23;BH280;223750;233;6976,3;114750;33;19786;338500;266;26762,3;200;27/3/2023;121,815;61%;Cukup
Mar-23;BH295;0;0;0;138000;2;23018;138000;2;23018;160;21/3/2023;21,252;13%;Baik
Mar-23;BH297;0;0;0;197000;1;13882;197000;1;13882;200;15/3/2023;116;58%;Baik
Mar-23;BH298;668200;373;22942,3;130300;141;36541;798500;514;59483,3;160;13/3/2023;150,843;94%;Kurang
Mar-23;BH302;149200;79;9446,4;160450;62;37790;309650;141;47236,4;100;13/3/2023;128,217;128%;Buruk
Mar-23;BH303;430850;166;27647,8;488750;89;54344;919600;255;81991,8;160;27/3/2023;120,176;75%;Cukup
Mar-23;BH314;51700;24;3170,1;249200;48;34938;300900;72;38108,1;200;28/3/2023;39,158;20%;Baik
Mar-23;BH322;506800;446;21009,7;73150;85;15934;579950;531;36943,7;160;27/3/2023;66,766;42%;Baik
Mar-23;BH323;634800;931;49311,5;85050;109;20369;719850;1040;69680,5;100;27/3/2023;128,436;128%;Buruk
Mar-23;BH327;107150;26;4819,5;47400;19;9271;154550;45;14090,5;160;28/3/2023;12,667;8%;Baik
Mar-23;BH329;0;0;0;105000;1;4200;105000;1;4200;100;21/3/2023;17,398;17%;Baik
Mar-23;BH335;5700;3;174,7;171900;29;36122;177600;32;36296,7;250;20/3/2023;50,567;20%;Baik
Mar-23;BH339;324750;377;16854;108550;240;38988;433300;617;55842;160;20/3/2023;101,035;63%;Cukup
Mar-23;BH361;1043100;658;31570,4;185350;144;57642;1228450;802;89212,4;160;27/3/2023;64,95;41%;Baik
Mar-23;BH375;597400;727;39424,5;67650;116;21178;665050;843;60602,5;160;27/3/2023;86,163;54%;Baik
Mar-23;BH378;192400;139;7625,5;56350;83;21132;248750;222;28757,5;160;27/3/2023;60,126;38%;Baik
Mar-23;BH381;383600;361;17763,6;133550;169;43786;517150;530;61549,6;160;27/3/2023;91,187;57%;Baik
Mar-23;BH393;472450;459;22505,6;65350;234;44227;537800;693;66732,6;160;27/3/2023;116,691;73%;Cukup
Mar-23;BH410;596300;436;26868,9;236050;174;62602;832350;610;89470,9;160;27/3/2023;164,628;103%;Buruk
Mar-23;BH412;0;0;0;53000;1;2120;53000;1;2120;100;28/3/2023;20,298;20%;Baik
Mar-23;BH418;0;0;0;82500;1;3300;82500;1;3300;160;29/3/2023;20,729;13%;Baik
Mar-23;BH427;0;0;0;197000;1;38608;197000;1;38608;200;28/3/2023;32,34;16%;Baik
Mar-23;BH429;0;0;0;82500;1;8744;82500;1;8744;160;29/3/2023;4,871;3%;Baik
Mar-23;BH440;0;0;0;105000;1;7221;105000;1;7221;160;29/3/2023;23,365;15%;Baik
Mar-23;BH441;136800;110;7072,8;28300;89;17313;165100;199;24385,8;160;28/3/2023;44,698;28%;Baik
Mar-23;BH442;602750;564;38042,6;69250;264;40004;672000;828;78046,6;200;14/3/2023;146,478;73%;Cukup
Mar-23;BH461;0;0;0;41500;1;1901;41500;1;1901;100;21/3/2023;10,436;10%;Baik
Mar-23;BH473;420900;359;18301,7;102400;218;39034;523300;577;57335,7;200;14/3/2023;116,957;58%;Baik
Mar-23;BH476;731700;939;40934,8;215950;280;73011;947650;1219;113945,8;200;28/3/2023;171,816;86%;Kurang
Mar-23;BH478;0;0;0;82500;1;4290;82500;1;4290;160;28/3/2023;7,623;5%;Baik
Mar-23;BH486;658750;566;34586,8;151250;153;38764;810000;719;73350,8;200;13/3/2023;130,066;65%;Cukup
Mar-23;BH492;578600;361;32868,2;147100;162;42241;725700;523;75109,2;200;28/3/2023;124,149;62%;Cukup
Mar-23;BH494;0;0;0;41500;1;1499;41500;1;1499;100;21/3/2023;7,658;8%;Baik
Mar-23;BH497;186800;145;10310,4;215400;29;20436;402200;174;30746,4;160;14/3/2023;131,517;82%;Kurang
Mar-23;BH498;20400;18;2716,4;107600;20;11777;128000;38;14493,4;200;14/3/2023;40,194;20%;Baik
Mar-23;BH500;58900;16;2722,5;49200;18;8401;108100;34;11123,5;160;13/3/2023;25,179;16%;Baik
Mar-23;BH511;62600;46;2878;119150;50;11582;181750;96;14460;100;13/3/2023;88,704;89%;Kurang
Mar-23;BH513;307900;191;10972,9;157900;71;45819;465800;262;56791,9;250;13/3/2023;162,168;65%;Cukup
Mar-23;BH519;75900;16;2609,8;278200;36;29318;354100;52;31927,8;200;20/3/2023;95,6;48%;Baik
Mar-23;BH523;345800;294;18351,7;63500;232;45998;409300;526;64349,7;160;27/3/2023;74,522;47%;Baik
Mar-23;BH527;0;0;0;197000;1;7880;197000;1;7880;250;21/3/2023;12,438;5%;Baik
Mar-23;BH528;1006450;966;48714,8;119700;342;59428;1126150;1308;108142,8;200;20/3/2023;148,272;74%;Cukup
Mar-23;BH529;0;0;0;6600;1;264;6600;1;264;50;17/3/2023;20,85;42%;Baik
Mar-23;BH531;821250;845;41716,1;189550;277;53259;1010800;1122;94975,1;200;14/3/2023;105,798;53%;Baik
Mar-23;BH534;425500;408;20396,4;457350;173;49098;882850;581;69494,4;200;28/3/2023;99,51;50%;Baik
Mar-23;BH544;291900;124;12344,6;40800;24;6562;332700;148;18906,6;160;28/3/2023;29,357;18%;Baik
Mar-23;BH591;164200;77;9165;80100;66;21313;244300;143;30478;160;28/3/2023;46,983;29%;Baik
Mar-23;BH592;321000;129;19399,5;58800;71;23316;379800;200;42715,5;100;28/3/2023;82,548;83%;Kurang
Mar-23;BH597;175600;262;13637,4;30450;10;8126;206050;272;21763,4;100;14/3/2023;81,312;81%;Kurang
Mar-23;BH605;151300;136;9782,6;40500;62;11556;191800;198;21338,6;200;20/3/2023;29,568;15%;Baik
Mar-23;BH645;0;0;0;197000;1;22709;197000;1;22709;250;20/3/2023;99,289;40%;Baik
Mar-23;BH649;533600;184;11759,8;246000;76;42543;779600;260;54302,8;160;28/3/2023;70,535;44%;Baik
Mar-23;BH655;0;0;0;147000;1;11913;147000;1;11913;200;29/3/2023;35,161;18%;Baik
Mar-23;BH662;658000;928;41889,7;184700;283;57285;842700;1211;99174,7;160;27/3/2023;75,79;47%;Baik
Mar-23;BH696;0;0;0;82500;1;21814;82500;1;21814;200;28/3/2023;34,65;17%;Baik
Mar-23;BH701;23100;3;381,3;105500;5;9227;128600;8;9608,3;100;13/3/2023;17,556;18%;Baik
Mar-23;BH702;27100;5;1135,9;198300;15;14451;225400;20;15586,9;100;20/3/2023;68,72;69%;Cukup
Mar-23;BH709;781600;626;44465,4;84150;42;11644;865750;668;56109,4;100;27/3/2023;79,939;80%;Cukup
Mar-23;BH710;313000;335;18411;125650;117;33461;438650;452;51872;160;13/3/2023;125,664;79%;Cukup
Mar-23;BH712;281450;224;11555,8;29150;145;20062;310600;369;31617,8;100;20/3/2023;47,356;47%;Baik
Mar-23;BH714;141700;109;10673,9;47800;112;20801;189500;221;31474,9;100;27/3/2023;99,249;99%;Kurang
Mar-23;BH722;0;0;0;66000;1;9138;66000;1;9138;100;29/3/2023;12,293;12%;Baik
Mar-23;BH727;117200;81;5432,3;124850;47;15205;242050;128;20637,3;100;13/3/2023;40,6;41%;Baik
Mar-23;BH734;293000;396;16968,2;43550;136;21390;336550;532;38358,2;100;7/3/2023;82,262;82%;Kurang
Mar-23;BH743;0;0;0;66000;1;6746;66000;1;6746;100;21/3/2023;14,553;15%;Baik
Mar-23;BH744;236750;188;12816,7;22900;70;15150;259650;258;27966,7;100;27/3/2023;117,264;117%;Buruk
Mar-23;BH773;146750;147;10439,6;102450;88;25402;249200;235;35841,6;100;28/3/2023;54,528;55%;Baik
Mar-23;BH780;0;0;0;41500;1;8988;41500;1;8988;100;28/3/2023;8,985;9%;Baik
Mar-23;BH783;5500;1;509,7;66000;1;10542;71500;2;11051,7;100;20/3/2023;36,824;37%;Baik
Mar-23;BH789;147000;51;10148,5;79350;64;23380;226350;115;33528,5;100;13/3/2023;53,823;54%;Baik
Mar-23;BH795;0;0;0;131000;1;27288;131000;1;27288;160;28/3/2023;17,277;11%;Baik
Mar-23;BH798;0;0;0;164000;1;45738;164000;1;45738;200;28/3/2023;9,687;5%;Baik
Mar-23;BH800;0;0;0;66000;1;11456;66000;1;11456;100;15/3/2023;15,015;15%;Baik
Mar-23;BH809;0;0;0;119000;2;7772;119000;2;7772;160;27/3/2023;8,065;5%;Baik
Mar-23;BH831;0;0;0;41500;1;3026;41500;1;3026;50;29/3/2023;32,619;65%;Cukup
Mar-23;BH832;0;0;0;105000;1;5791;105000;1;5791;100;15/3/2023;16,837;17%;Baik
Mar-23;BH838;532300;495;26053;159950;162;44584;692250;657;70637;200;13/3/2023;130,142;65%;Cukup
Mar-23;BH841;0;0;0;131000;1;16011;131000;1;16011;160;28/3/2023;10,838;7%;Baik
Mar-23;BH847;387900;191;21490,8;34300;2;1399;422200;193;22889,8;100;27/3/2023;48,911;49%;Baik
Mar-23;BH853;0;0;0;6600;1;264;6600;1;264;250;13/3/2023;67,452;27%;Baik
Mar-23;BH859;0;0;0;53000;1;9004;53000;1;9004;100;28/3/2023;10,133;10%;Baik
Mar-23;BH862;0;0;0;164000;1;26485;164000;1;26485;200;28/3/2023;24,448;12%;Baik
Mar-23;BH888;455400;157;24366,7;18300;3;2870;473700;160;27236,7;250;14/3/2023;33,189;13%;Baik
Mar-23;BH893;264550;175;8843,9;262400;68;37673;526950;243;46516,9;100;28/3/2023;79,838;80%;Cukup
Mar-23;BH896;1026900;428;26446,6;56350;42;9394;1083250;470;35840,6;100;27/3/2023;110,974;111%;Buruk
Mar-23;BH903;449650;389;24312,8;102700;133;33844;552350;522;58156,8;100;14/3/2023;123,585;124%;Buruk
Mar-23;BH916;142800;141;6120,5;31600;60;9561;174400;201;15681,5;100;20/3/2023;146,838;147%;Buruk
Mar-23;BH923;259600;119;7286,9;29100;44;8185;288700;163;15471,9;100;28/3/2023;57,457;57%;Baik
Mar-23;BH926;275700;290;10668,6;71800;165;27647;347500;455;38315,6;160;28/3/2023;76,051;48%;Baik
Mar-23;BH933;0;0;0;41500;1;3056;41500;1;3056;100;29/3/2023;42,102;42%;Baik
Mar-23;BH939;0;0;0;66000;1;2640;66000;1;2640;100;21/3/2023;22,806;23%;Baik
Mar-23;BH941;0;0;0;53000;1;2120;53000;1;2120;100;13/3/2023;0,693;1%;Baik
Mar-23;BH944;244800;219;14330,5;22050;44;9569;266850;263;23899,5;100;13/3/2023;27,376;27%;Baik
Mar-23;BH952;0;0;0;53000;1;8485;53000;1;8485;100;28/3/2023;11,289;11%;Baik
Mar-23;BH953;0;0;0;82500;1;3300;82500;1;3300;160;28/3/2023;15,429;10%;Baik
Mar-23;BH967;91300;51;2921,3;100800;5;11527;192100;56;14448,3;160;28/3/2023;49,665;31%;Baik
Mar-23;BH973;0;0;0;105000;1;9370;105000;1;9370;160;17/3/2023;20,182;13%;Baik
Mar-23;BH980;26000;20;439,8;105000;1;18554;131000;21;18993,8;100;29/3/2023;15,522;16%;Baik
Mar-23;BH981;310500;150;18695,1;13200;1;528;323700;151;19223,1;100;14/3/2023;25,22;25%;Baik
Mar-23;BB1362;222300;91;10387,1;0;0;0;222300;91;10387,1;160;17/3/2023;24,785;15%;Baik
Mar-23;BB1364;211800;110;15012,3;0;0;0;211800;110;15012,3;160;4/3/2023;21,16;13%;Baik
Mar-23;BB1407;317500;100;16131,3;0;0;0;317500;100;16131,3;250;4/3/2023;19,78;8%;Baik
Mar-23;BB1409;140000;44;7161,1;0;0;0;140000;44;7161,1;250;17/3/2023;30,58;12%;Baik
Mar-23;BC1096;9200;8;257;0;0;0;9200;8;257;100;10/3/2023;30,825;31%;Baik
Mar-23;BC773;66000;10;151,8;0;0;0;66000;10;151,8;160;17/3/2023;50,093;31%;Baik
Mar-23;BC774;117000;72;8899,8;0;0;0;117000;72;8899,8;100;10/3/2023;12,469;12%;Baik
Mar-23;BD1203;336400;285;20032,6;0;0;0;336400;285;20032,6;160;20/3/2023;31,659;20%;Baik
Mar-23;BD1226;324500;150;25096,2;0;0;0;324500;150;25096,2;160;29/3/2023;66,604;42%;Baik
Mar-23;BD1277;380600;161;25046,1;0;0;0;380600;161;25046,1;160;29/3/2023;35,032;22%;Baik
Mar-23;BD1300;250900;106;14732;0;0;0;250900;106;14732;160;29/3/2023;39,041;24%;Baik
Mar-23;BD1358;79900;73;5014,6;0;0;0;79900;73;5014,6;100;28/3/2023;15,64;16%;Baik
Mar-23;BD1398;154300;159;5141,6;0;0;0;154300;159;5141,6;100;29/3/2023;14,725;15%;Baik
Mar-23;BD1464;58200;50;2448,8;0;0;0;58200;50;2448,8;250;20/3/2023;29,677;12%;Baik
Mar-23;BE1439;154300;160;7879,5;0;0;0;154300;160;7879,5;160;23/3/2023;95,9;60%;Baik
Mar-23;BE1440;134250;83;7441,6;0;0;0;134250;83;7441,6;200;23/3/2023;95,922;48%;Baik
Mar-23;BE1441;29400;32;1026,2;0;0;0;29400;32;1026,2;100;23/3/2023;31,783;32%;Baik
Mar-23;BE1442;26500;7;1298,9;0;0;0;26500;7;1298,9;50;23/3/2023;37,301;75%;Cukup
Mar-23;BE1579;7700;1;329,7;0;0;0;7700;1;329,7;100;24/3/2023;36,007;36%;Baik
Mar-23;BE1611;63800;56;5587,8;0;0;0;63800;56;5587,8;100;16/3/2023;30,903;31%;Baik
Mar-23;BE1725;57800;16;1905,6;0;0;0;57800;16;1905,6;160;29/3/2023;8,612;5%;Baik
Mar-23;BE234;22700;11;629,7;0;0;0;22700;11;629,7;200;28/3/2023;72,795;36%;Baik
Mar-23;BE348;70400;23;3886,5;0;0;0;70400;23;3886,5;100;29/3/2023;33,839;34%;Baik
Mar-23;BE438;4400;2;256,4;0;0;0;4400;2;256,4;160;28/3/2023;79,326;50%;Baik
Mar-23;BH1016;11700;9;134,2;0;0;0;11700;9;134,2;100;13/3/2023;2,091;2%;Baik
Mar-23;BH1019;173300;101;11131,9;0;0;0;173300;101;11131,9;160;14/3/2023;12,299;8%;Baik
Mar-23;BH1020;199200;89;12692,4;0;0;0;199200;89;12692,4;250;14/3/2023;13,301;5%;Baik
Mar-23;BH860;15700;11;952,8;0;0;0;15700;11;952,8;100;20/3/2023;0,693;1%;Baik
Mar-23;BH919;62100;93;2623,6;0;0;0;62100;93;2623,6;100;13/3/2023;71,61;72%;Cukup
Apr-23;BD593;254900;450;18865,1;41250;282;52414;296150;732;71279,1;160;12/4/2023;96,512;60%;Cukup
Apr-23;BB002;167300;115;8325,8;64600;163;38176;231900;278;46501,8;160;15/4/2023;71,222;45%;Baik
Apr-23;BB003;309850;210;15877,2;131900;191;44411;441750;401;60288,2;160;15/4/2023;89,777;56%;Baik
Apr-23;BB005;339300;207;14116,1;93090;159;45957;432390;366;60073,1;200;15/4/2023;101,384;51%;Baik
Apr-23;BB013;423200;117;24390,3;119550;90;45422;542750;207;69812,3;160;7/4/2023;101,35;63%;Cukup
Apr-23;BB023;383050;474;27446,3;123850;269;55175;506900;743;82621,3;250;6/4/2023;131,282;53%;Baik
Apr-23;BB030;414550;421;20716,7;93350;269;48590;507900;690;69306,7;160;7/4/2023;75,115;47%;Baik
Apr-23;BB035;292500;269;13094,3;77650;84;24262;370150;353;37356,3;100;28/4/2023;84,18;84%;Kurang
Apr-23;BB039;149550;53;9396,1;103300;128;51658;252850;181;61054,1;200;6/4/2023;75,675;38%;Baik
Apr-23;BB042;200700;120;11962,9;299350;157;78477;500050;277;90439,9;200;6/4/2023;135,093;68%;Cukup
Apr-23;BB043;562350;735;32369,9;71950;105;24833;634300;840;57202,9;100;28/4/2023;112,783;113%;Buruk
Apr-23;BB049;277450;193;14787,3;114650;135;41391;392100;328;56178,3;250;9/4/2023;36,138;14%;Baik
Apr-23;BB051;479000;563;27175,7;201250;276;68822;680250;839;95997,7;315;9/4/2023;65,353;21%;Baik
Apr-23;BB053;198000;84;9738,2;83250;81;30941;281250;165;40679,2;200;14/4/2023;90,321;45%;Baik
Apr-23;BB063;246400;112;11254,7;283800;111;51458;530200;223;62712,7;200;6/4/2023;123,074;62%;Cukup
Apr-23;BB073;605800;382;26432,7;311300;227;78351;917100;609;104783,7;250;5/4/2023;129,78;52%;Baik
Apr-23;BB077;128100;51;9094;122500;55;27988;250600;106;37082;160;6/4/2023;113,735;71%;Cukup
Apr-23;BB083;188100;139;9258,4;68650;117;30941;256750;256;40199,4;200;5/4/2023;78,826;39%;Baik
Apr-23;BB1018;40500;7;2390,3;78400;11;14243;118900;18;16633,3;100;9/4/2023;10,871;11%;Baik
Apr-23;BB1021;131550;95;6860,4;21000;29;6242;152550;124;13102,4;100;15/4/2023;86,464;86%;Kurang
Apr-23;BB1022;444850;596;25765,1;70950;116;27209;515800;712;52974,1;100;15/4/2023;62,982;63%;Cukup
Apr-23;BB103;287200;400;16811;209150;139;36104;496350;539;52915;160;28/4/2023;101,409;63%;Cukup
Apr-23;BB1041;22100;18;923,6;82500;1;12311;104600;19;13234,6;100;5/4/2023;4,624;5%;Baik
Apr-23;BB1050;246950;210;13018,3;182400;114;28651;429350;324;41669,3;100;6/4/2023;47,311;47%;Baik
Apr-23;BB1054;364100;373;16159,9;60250;180;33837;424350;553;49996,9;100;6/4/2023;57,652;58%;Baik
Apr-23;BB1056;586400;40;7930,1;131600;24;31997;718000;64;39927,1;100;14/4/2023;10,591;11%;Baik
Apr-23;BB1061;167800;157;8739,4;59750;91;26305;227550;248;35044,4;100;7/4/2023;41,057;41%;Baik
Apr-23;BB1075;41850;35;2071,9;4400;6;1666;46250;41;3737,9;100;17/4/2023;56,667;57%;Baik
Apr-23;BB1087;136200;19;12195,5;180800;13;18232;317000;32;30427,5;100;26/4/2023;27,024;27%;Baik
Apr-23;BB1088;990200;146;53623;247000;20;25668;1237200;166;79291;100;26/4/2023;18,844;19%;Baik
Apr-23;BB109;101700;16;3697,4;105300;28;20002;207000;44;23699,4;160;9/4/2023;8,973;6%;Baik
Apr-23;BB1106;8700;5;698,9;197000;1;45533;205700;6;46231,9;250;26/4/2023;31,275;13%;Baik
Apr-23;BB111;525100;637;27700;212440;303;92463;737540;940;120163;200;6/4/2023;44,62;22%;Baik
Apr-23;BB1110;103500;237;7566,9;82500;1;3300;186000;238;10866,9;200;6/4/2023;26,149;13%;Baik
Apr-23;BB1115;4900;5;270;105000;1;4200;109900;6;4470;100;15/4/2023;9,4;9%;Baik
Apr-23;BB112;329250;313;16398,6;106700;110;29680;435950;423;46078,6;160;5/4/2023;102,279;64%;Cukup
Apr-23;BB1133;180150;95;6322,5;165950;52;33778;346100;147;40100,5;100;28/4/2023;17,775;18%;Baik
Apr-23;BB1141;581250;499;27668,1;29900;91;18240;611150;590;45908,1;100;5/4/2023;116,325;116%;Buruk
Apr-23;BB1149;154000;15;5331,7;89800;6;11587;243800;21;16918,7;100;28/4/2023;65,373;65%;Cukup
Apr-23;BB115;380900;258;20879,7;124500;253;66159;505400;511;87038,7;200;5/4/2023;112,662;56%;Baik
Apr-23;BB1154;241000;239;13144,7;69300;111;26559;310300;350;39703,7;100;28/4/2023;82,467;82%;Kurang
Apr-23;BB116;306500;206;17902,9;181600;279;70081;488100;485;87983,9;200;5/4/2023;91,597;46%;Baik
Apr-23;BB1165;84300;49;4273,5;1300;1;204;85600;50;4477,5;100;6/4/2023;31,471;31%;Baik
Apr-23;BB117;447300;403;27567,5;136300;245;64803;583600;648;92370,5;200;5/4/2023;81,641;41%;Baik
Apr-23;BB118;460200;516;27313,7;95050;265;58621;555250;781;85934,7;200;5/4/2023;114,961;57%;Baik
Apr-23;BB1189;238000;214;14117,2;33200;50;10530;271200;264;24647,2;100;15/4/2023;60,622;61%;Cukup
